Messages,Turns,Domain,Sector,Topic,User_Gender,Assistant_Gender,Instruction_ID,Language
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো দৃষ্টি, আমি আরব, অটোড্রাইভ মোটর্সের সেলস ম্যানেজার। আপনি কেমন আছেন?', 'role': 'assistant'}, {'content': 'হ্যালো আরব, আমি ভালো আছি। আমি একটি নতুন গাড়ি কিনতে চাই।', 'role': 'user'}, {'content': 'অসাধারণ! আপনি কোন মডেলের গাড়ি পছন্দ করেন?', 'role': 'assistant'}, {'content': 'আমি একটি SUV মডেলের গাড়ি পছন্দ করি।', 'role': 'user'}, {'content': 'ঠিক আছে, আমাদের নতুন SUV মডেলটি আপনার জন্য উপযুক্ত হতে পারে। আপনি কি এর মূল্য এবং অফার সম্পর্কে জানতে চান?', 'role': 'assistant'}, {'content': 'হ্যাঁ, অবশ্যই। মূল্য কত?', 'role': 'user'}, {'content': 'এই মডেলটির মূল্য ১৭ লক্ষ টাকা। তবে আমরা আপনাকে ২ লক্ষ টাকা ডিসকাউন্ট দিতে পারি।', 'role': 'assistant'}, {'content': 'এটা ভালো শোনাচ্ছে। কিন্তু আমার বাজেট ১৫ লক্ষ টাকার মধ্যে। আপনি কি আরও কিছু ডিসকাউন্ট দিতে পারবেন?', 'role': 'user'}, {'content': 'আমি বুঝতে পারছি। আমরা আপনার বাজেটের কথা মাথায় রেখে আরও কিছু ডিসকাউন্টের ব্যবস্থা করতে পারি। আপনি কি ১৫.৫ লক্ষ টাকায় রাজি হবেন?', 'role': 'assistant'}, {'content': 'হ্যাঁ, এটা আমার জন্য ভালো হবে। আপনি কি ডেলিভারির সময়সূচী সম্পর্কে বলতে পারেন?', 'role': 'user'}, {'content': 'অবশ্যই, আমরা আপনার অর্ডার কনফার্ম করার পর ৪ সপ্তাহের মধ্যে ডেলিভারি দিতে পারব। আপনি কি এখনই অর্ডার কনফার্ম করতে চান?', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমি এখনই অর্ডার কনফার্ম করতে চাই। ধন্যবাদ আরব।', 'role': 'user'}, {'content': 'আপনাকে ধন্যবাদ দৃষ্টি। আমরা আপনার অর্ডার কনফার্ম করেছি। ডেলিভারির আগে আমরা আপনার সাথে যোগাযোগ করব। ভালো থাকুন!', 'role': 'assistant'}]",7,sales,automobile,Car Dealership (Price Negotiation),Male,Male,8f932022-2b7d-49d5-9352-92d3583ce276,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো রোহান, আমি টেকসাপোর্ট থেকে রুক্মিণী বলছি। আপনার HP প্রিন্টারে সমস্যা হচ্ছে কি?', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমার প্রিন্টার প্রিন্ট করছে না।', 'role': 'user'}, {'content': 'দয়া করে প্রিন্টারের কেবলগুলি পরীক্ষা করুন এবং নিশ্চিত করুন যে সেগুলি সঠিকভাবে সংযুক্ত আছে।', 'role': 'assistant'}, {'content': 'কেবলগুলি ঠিক আছে, কিন্তু তবুও প্রিন্ট হচ্ছে না।', 'role': 'user'}, {'content': 'আচ্ছা, তাহলে প্রিন্টারের পাওয়ার চেক করুন এবং রিবুট করার চেষ্টা করুন।', 'role': 'assistant'}, {'content': 'এটাও চেষ্টা করেছি, কিন্তু সমস্যা সমাধান হয়নি।', 'role': 'user'}, {'content': 'যদি সমস্যা সমাধান না হয়, তাহলে আমরা এটিকে আমাদের টেকনিক্যাল টিমের কাছে এস্কেলেট করব।', 'role': 'assistant'}, {'content': 'ঠিক আছে, দয়া করে এস্কেলেট করুন।', 'role': 'user'}, {'content': 'আমরা আপনার সমস্যা যত তাড়াতাড়ি সম্ভব সমাধান করার চেষ্টা করব, ধন্যবাদ।', 'role': 'assistant'}]",5,support,tech support,Tech Support (Hardware Issue Resolution),Male,Female,0e83bcf6-6eef-47a1-823b-767d0a254852,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো রোহান, আমি টেকসাপোর্ট থেকে রুক্মিণী বলছি। আপনার HP প্রিন্টারে সমস্যা হচ্ছে কি?', 'role': 'assistant'}, {'content': 'হ্যাঁ, প্রিন্টার থেকে কালি বের হচ্ছে না।', 'role': 'user'}, {'content': 'দয়া করে কালি কার্ট্রিজ চেক করুন এবং নিশ্চিত করুন যে সেটি সঠিকভাবে বসানো আছে।', 'role': 'assistant'}, {'content': 'কালি কার্ট্রিজ ঠিক আছে, কিন্তু তবুও কালি বের হচ্ছে না।', 'role': 'user'}, {'content': 'আচ্ছা, তাহলে প্রিন্টারের সফটওয়্যার আপডেট করুন এবং আবার চেষ্টা করুন।', 'role': 'assistant'}, {'content': 'সফটওয়্যার আপডেট করা হয়েছে, কিন্তু সমস্যা সমাধান হয়নি।', 'role': 'user'}, {'content': 'যদি সমস্যা সমাধান না হয়, তাহলে আমরা এটিকে আমাদের টেকনিক্যাল টিমের কাছে এস্কেলেট করব।', 'role': 'assistant'}, {'content': 'ঠিক আছে, দয়া করে এস্কেলেট করুন।', 'role': 'user'}, {'content': 'আমরা আপনার সমস্যা যত তাড়াতাড়ি সম্ভব সমাধান করার চেষ্টা করব, ধন্যবাদ।', 'role': 'assistant'}]",5,support,tech support,Tech Support (Hardware Issue Resolution),Male,Female,0e83bcf6-6eef-47a1-823b-767d0a254852,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো রোহান, আমি টেকসাপোর্ট থেকে রুক্মিণী বলছি। আপনার HP প্রিন্টারে সমস্যা হচ্ছে কি?', 'role': 'assistant'}, {'content': 'হ্যাঁ, প্রিন্টার থেকে কাগজ আটকে যাচ্ছে।', 'role': 'user'}, {'content': 'দয়া করে প্রিন্টারের পেপার ট্রে চেক করুন এবং নিশ্চিত করুন যে কাগজ সঠিকভাবে বসানো আছে।', 'role': 'assistant'}, {'content': 'কাগজ ঠিক আছে, কিন্তু তবুও আটকে যাচ্ছে।', 'role': 'user'}, {'content': 'আচ্ছা, তাহলে প্রিন্টারের রোলার পরিষ্কার করুন এবং আবার চেষ্টা করুন।', 'role': 'assistant'}, {'content': 'রোলার পরিষ্কার করা হয়েছে, কিন্তু সমস্যা সমাধান হয়নি।', 'role': 'user'}, {'content': 'যদি সমস্যা সমাধান না হয়, তাহলে আমরা এটিকে আমাদের টেকনিক্যাল টিমের কাছে এস্কেলেট করব।', 'role': 'assistant'}, {'content': 'ঠিক আছে, দয়া করে এস্কেলেট করুন।', 'role': 'user'}, {'content': 'আমরা আপনার সমস্যা যত তাড়াতাড়ি সম্ভব সমাধান করার চেষ্টা করব, ধন্যবাদ।', 'role': 'assistant'}]",5,support,tech support,Tech Support (Hardware Issue Resolution),Male,Female,0e83bcf6-6eef-47a1-823b-767d0a254852,Bengali
"[{'content': 'নমস্কার', 'role': 'user'}, {'content': 'নমস্কার রোহন জি, আমি করণ বলছি, জিও থেকে। কেমন আছেন আপনি?', 'role': 'assistant'}, {'content': 'আমি ভালো আছি, ধন্যবাদ। আপনি কেন ফোন করেছেন?', 'role': 'user'}, {'content': 'আমি আপনাকে আমাদের একটি নতুন প্রিপেইড প্ল্যান সম্পর্কে জানাতে চাই। এটি আপনার বর্তমান প্ল্যানের চেয়ে বেশি ডেটা এবং ভয়েস মিনিট অফার করে।', 'role': 'assistant'}, {'content': 'আচ্ছা, নতুন প্ল্যানটি কেমন?', 'role': 'user'}, {'content': 'এই নতুন প্ল্যানে ₹৪৯৯-এ আপনি পাবেন ১০০GB ডেটা এবং ৫০০ ভয়েস মিনিট। এটি আপনার বর্তমান প্ল্যানের চেয়ে অনেক বেশি সুবিধা দেয়।', 'role': 'assistant'}, {'content': 'এটা তো ভালো শোনাচ্ছে। কিন্তু আমি কি সহজেই এই প্ল্যানে সুইচ করতে পারব?', 'role': 'user'}, {'content': 'হ্যাঁ, অবশ্যই! আপনি আমাদের অ্যাপ বা ওয়েবসাইটের মাধ্যমে খুব সহজেই এই প্ল্যানে সুইচ করতে পারবেন। আমি আপনাকে প্রক্রিয়াটি ব্যাখ্যা করে দিতে পারি।', 'role': 'assistant'}, {'content': 'ঠিক আছে, আমি চেষ্টা করব। ধন্যবাদ করণ।', 'role': 'user'}, {'content': 'আপনাকে ধন্যবাদ রোহন জি। যদি আপনার কোনো প্রশ্ন থাকে বা সাহায্যের প্রয়োজন হয়, অনুগ্রহ করে আমাকে জানাবেন। ভালো থাকুন!', 'role': 'assistant'}]",5,sales,telecom,Telecom Service Provider (New Plan Promotion),Male,Male,ef46f864-1930-4548-abc7-a8a311f031c8,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো রোহন জি, আমি করণ, জিও থেকে বলছি। আজকে কেমন কাটছে?', 'role': 'assistant'}, {'content': 'হ্যালো করণ, সব ঠিক আছে। আপনি কেন ফোন করেছেন?', 'role': 'user'}, {'content': 'আমি আপনাকে আমাদের নতুন ₹৪৯৯ প্রিপেইড প্ল্যান সম্পর্কে জানাতে চাই। এটি আপনার বর্তমান প্ল্যানের চেয়ে বেশি ডেটা এবং ভয়েস মিনিট অফার করে।', 'role': 'assistant'}, {'content': 'আচ্ছা, নতুন প্ল্যানটি কত ডেটা দেয়?', 'role': 'user'}, {'content': 'এই প্ল্যানে আপনি পাবেন ১০০GB ডেটা এবং ৫০০ ভয়েস মিনিট। এটি আপনার বর্তমান ₹২৯৯ প্ল্যানের চেয়ে অনেক বেশি সুবিধা দেয়।', 'role': 'assistant'}, {'content': 'এটা তো ভালো শোনাচ্ছে। কিন্তু আমি কি এই প্ল্যানে সুইচ করতে পারব?', 'role': 'user'}, {'content': 'হ্যাঁ, অবশ্যই! আপনি আমাদের অ্যাপ বা ওয়েবসাইটের মাধ্যমে খুব সহজেই এই প্ল্যানে সুইচ করতে পারবেন। আমি আপনাকে প্রক্রিয়াটি ব্যাখ্যা করে দিতে পারি।', 'role': 'assistant'}, {'content': 'ঠিক আছে, আমি চেষ্টা করব। ধন্যবাদ করণ।', 'role': 'user'}, {'content': 'আপনাকে ধন্যবাদ রোহন জি। যদি আপনার কোনো প্রশ্ন থাকে বা সাহায্যের প্রয়োজন হয়, অনুগ্রহ করে আমাকে জানাবেন। ভালো থাকুন!', 'role': 'assistant'}]",5,sales,telecom,Telecom Service Provider (New Plan Promotion),Male,Male,ef46f864-1930-4548-abc7-a8a311f031c8,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো রোহন জি, আমি করণ, জিও থেকে বলছি। আজকে কেমন কাটছে?', 'role': 'assistant'}, {'content': 'হ্যালো করণ, সব ঠিক আছে। আপনি কেন ফোন করেছেন?', 'role': 'user'}, {'content': 'আমি আপনাকে আমাদের নতুন ₹৪৯৯ প্রিপেইড প্ল্যান সম্পর্কে জানাতে চাই। এটি আপনার বর্তমান প্ল্যানের চেয়ে বেশি ডেটা এবং ভয়েস মিনিট অফার করে।', 'role': 'assistant'}, {'content': 'আচ্ছা, নতুন প্ল্যানটি কত ডেটা দেয়?', 'role': 'user'}, {'content': 'এই প্ল্যানে আপনি পাবেন ১০০GB ডেটা এবং ৫০০ ভয়েস মিনিট। এটি আপনার বর্তমান ₹২৯৯ প্ল্যানের চেয়ে অনেক বেশি সুবিধা দেয়।', 'role': 'assistant'}, {'content': 'এটা তো ভালো শোনাচ্ছে। কিন্তু আমি কি এই প্ল্যানে সুইচ করতে পারব?', 'role': 'user'}, {'content': 'হ্যাঁ, অবশ্যই! আপনি আমাদের অ্যাপ বা ওয়েবসাইটের মাধ্যমে খুব সহজেই এই প্ল্যানে সুইচ করতে পারবেন। আমি আপনাকে প্রক্রিয়াটি ব্যাখ্যা করে দিতে পারি।', 'role': 'assistant'}, {'content': 'ঠিক আছে, আমি চেষ্টা করব। ধন্যবাদ করণ।', 'role': 'user'}, {'content': 'আপনাকে ধন্যবাদ রোহন জি। যদি আপনার কোনো প্রশ্ন থাকে বা সাহায্যের প্রয়োজন হয়, অনুগ্রহ করে আমাকে জানাবেন। ভালো থাকুন!', 'role': 'assistant'}]",5,sales,telecom,Telecom Service Provider (New Plan Promotion),Male,Male,ef46f864-1930-4548-abc7-a8a311f031c8,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'নমস্কার রোহন! আমি নলিনী বলছি, এডুব্রিজ থেকে। আপনার নতুন কোর্সে স্বাগতম!', 'role': 'assistant'}, {'content': 'ধন্যবাদ নলিনী! আমি আগ্রহী। কোর্সটি সম্পর্কে আরও জানতে পারি কি?', 'role': 'user'}, {'content': 'অবশ্যই! এই কোর্সটি তিনটি মডিউলে বিভক্ত: বেসিক, অ্যাডভান্সড কনসেপ্টস এবং একটি প্রজেক্ট। প্রতিটি মডিউলে আপনি আর্টিফিশিয়াল ইন্টেলিজেন্সের বিভিন্ন দিক শিখবেন।', 'role': 'assistant'}, {'content': 'এটা ভালো শোনাচ্ছে। আমি কীভাবে এনরোল করব?', 'role': 'user'}, {'content': 'আপনি ইতিমধ্যে আপনার লগইন ক্রেডেনশিয়ালস পেয়ে গেছেন। সেগুলো ব্যবহার করে প্ল্যাটফর্মে লগইন করুন এবং কোর্সে এনরোল করুন।', 'role': 'assistant'}, {'content': 'ধন্যবাদ! আমি এখনই চেষ্টা করব।', 'role': 'user'}, {'content': 'অবশ্যই! যদি কোনো সাহায্যের প্রয়োজন হয়, তাহলে আমাদের সাথে যোগাযোগ করতে দ্বিধা করবেন না। আপনার সাফল্য কামনা করছি!', 'role': 'assistant'}]",4,education,online learning,Online Learning Platform (New Course Enrollment),Male,Female,0f46b447-d724-45c6-82a6-0b1f5b196fc0,Bengali
"[{'content': 'হাই', 'role': 'user'}, {'content': 'নমস্কার রোহন! আমি নলিনী, এডুব্রিজ থেকে। আপনার আর্টিফিশিয়াল ইন্টেলিজেন্স সার্টিফিকেশন কোর্সে স্বাগতম!', 'role': 'assistant'}, {'content': 'ধন্যবাদ নলিনী! কোর্সটি কতদিনের?', 'role': 'user'}, {'content': 'এই কোর্সটি ৬ মাসের, যেখানে প্রতি সপ্তাহে ৫-৬ ঘণ্টা সময় দেওয়ার পরামর্শ দেওয়া হয়। আপনি নিজের গতিতে শিখতে পারবেন।', 'role': 'assistant'}, {'content': 'এটা ঠিক আছে। কোর্সের ম্যাটেরিয়াল কীভাবে পাব?', 'role': 'user'}, {'content': 'আপনি প্ল্যাটফর্মে লগইন করার পর সব ম্যাটেরিয়াল, ভিডিও লেকচার এবং অ্যাসাইনমেন্ট পাবেন। এছাড়াও, আপনি ফোরামে অন্যান্য শিক্ষার্থীদের সাথে আলোচনা করতে পারবেন।', 'role': 'assistant'}, {'content': 'এটা খুবই সুবিধাজনক। আমি এখনই শুরু করতে চাই।', 'role': 'user'}, {'content': 'অসাধারণ! আপনার লগইন ক্রেডেনশিয়ালস ব্যবহার করে শুরু করুন। যদি কোনো প্রশ্ন থাকে, তাহলে আমাদের সাথে যোগাযোগ করতে দ্বিধা করবেন না। শুভকামনা!', 'role': 'assistant'}]",4,education,online learning,Online Learning Platform (New Course Enrollment),Male,Female,0f46b447-d724-45c6-82a6-0b1f5b196fc0,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'নমস্কার রোহন! আমি নলিনী, এডুব্রিজ থেকে। আপনার নতুন কোর্সে স্বাগতম!', 'role': 'assistant'}, {'content': 'ধন্যবাদ নলিনী! আমি কোর্সটি সম্পর্কে আরও জানতে চাই।', 'role': 'user'}, {'content': 'এই কোর্সটি আর্টিফিশিয়াল ইন্টেলিজেন্সের উপর, যেখানে আপনি বেসিক থেকে অ্যাডভান্সড সবকিছু শিখবেন। কোর্সের শেষে একটি প্রজেক্টও রয়েছে।', 'role': 'assistant'}, {'content': 'এটা শুনে ভালো লাগল। আমি কীভাবে এনরোল করব?', 'role': 'user'}, {'content': 'আপনি আপনার লগইন ক্রেডেনশিয়ালস ব্যবহার করে প্ল্যাটফর্মে লগইন করুন এবং কোর্সে এনরোল করুন। সবকিছু খুব সহজ এবং ব্যবহারকারী-বান্ধব।', 'role': 'assistant'}, {'content': 'ধন্যবাদ নলিনী! আমি এখনই শুরু করব।', 'role': 'user'}, {'content': 'অবশ্যই! যদি কোনো সাহায্যের প্রয়োজন হয়, তাহলে আমাদের সাথে যোগাযোগ করতে দ্বিধা করবেন না। আপনার সাফল্য কামনা করছি!', 'role': 'assistant'}]",4,education,online learning,Online Learning Platform (New Course Enrollment),Male,Female,0f46b447-d724-45c6-82a6-0b1f5b196fc0,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'নমস্কার আর্যন, আমি ভেদিকা বলছি, লার্নঅনলাইন থেকে। আপনার সাথে কথা বলে ভালো লাগলো। আপনি কোর্স কন্টেন্ট অ্যাক্সেস করতে সমস্যা হচ্ছে বলে শুনেছি, আমি আপনাকে সাহায্য করতে পারি।', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমি আমার ল্যাপটপে লগইন করেছি, কিন্তু কোর্স কন্টেন্ট লোড হচ্ছে না।', 'role': 'user'}, {'content': 'ঠিক আছে, প্রথমে আপনার ব্রাউজার আপডেট করা যাক। আপনি কি ব্রাউজার আপডেট করতে পারবেন?', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমি চেষ্টা করছি।', 'role': 'user'}, {'content': 'ভালো। আপডেট করার পর আবার লগইন করে দেখুন। যদি সমস্যা থাকে, তাহলে আমাদের লাইভ চ্যাট সাপোর্টে যোগাযোগ করতে পারেন।', 'role': 'assistant'}, {'content': 'আপডেট করার পরেও সমস্যা হচ্ছে। আমি লাইভ চ্যাট সাপোর্টে যোগাযোগ করবো।', 'role': 'user'}, {'content': 'ঠিক আছে, আর্যন। আপনি লাইভ চ্যাট সাপোর্টে যোগাযোগ করুন। আপনার সমস্যার সমাধান হবে, আমরা আপনার সাথে আছি।', 'role': 'assistant'}]",4,finance,digital payments,Electronic Payment Processing (Transaction Dispute Resolution),Male,"Female</assistant<|end_header_id|>

<DOMAIN>education</DOMAIN>
<SECTOR>online learning</SECTOR>
<TOPIC>Online Learning Platform (Technical Support)</TOPIC>
<USER>Male</USER>
<ASSISTANT>Female",3a9c1887-f8b2-4605-8b2d-14ce064131ec,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'নমস্কার আর্যন, আমি ভেদিকা, লার্নঅনলাইন থেকে। আপনার সাথে কথা বলে ভালো লাগলো। আপনি কোর্স কন্টেন্ট অ্যাক্সেস করতে সমস্যা হচ্ছে বলে শুনেছি, আমি আপনাকে সাহায্য করতে পারি।', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমি আমার ল্যাপটপে লগইন করেছি, কিন্তু কোর্স কন্টেন্ট লোড হচ্ছে না।', 'role': 'user'}, {'content': 'ঠিক আছে, প্রথমে আপনার ব্রাউজার ক্যাশে ক্লিয়ার করা যাক। আপনি কি ব্রাউজার সেটিংসে গিয়ে ক্যাশে ক্লিয়ার করতে পারবেন?', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমি চেষ্টা করছি।', 'role': 'user'}, {'content': 'ভালো। ক্যাশে ক্লিয়ার করার পর আবার লগইন করে দেখুন। যদি সমস্যা থাকে, তাহলে আমাদের লাইভ চ্যাট সাপোর্টে যোগাযোগ করতে পারেন।', 'role': 'assistant'}, {'content': 'ক্যাশে ক্লিয়ার করার পরেও সমস্যা হচ্ছে। আমি লাইভ চ্যাট সাপোর্টে যোগাযোগ করবো।', 'role': 'user'}, {'content': 'ঠিক আছে, আর্যন। আপনি লাইভ চ্যাট সাপোর্টে যোগাযোগ করুন। আপনার সমস্যার সমাধান হবে, আমরা আপনার সাথে আছি।', 'role': 'assistant'}]",4,finance,digital payments,Electronic Payment Processing (Transaction Dispute Resolution),Male,"Female</assistant<|end_header_id|>

<DOMAIN>education</DOMAIN>
<SECTOR>online learning</SECTOR>
<TOPIC>Online Learning Platform (Technical Support)</TOPIC>
<USER>Male</USER>
<ASSISTANT>Female",3a9c1887-f8b2-4605-8b2d-14ce064131ec,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'নমস্কার আর্যন, আমি ভেদিকা, লার্নঅনলাইন থেকে। আপনার সাথে কথা বলে ভালো লাগলো। আপনি কোর্স কন্টেন্ট অ্যাক্সেস করতে সমস্যা হচ্ছে বলে শুনেছি, আমি আপনাকে সাহায্য করতে পারি।', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমি আমার ল্যাপটপে লগইন করেছি, কিন্তু কোর্স কন্টেন্ট লোড হচ্ছে না।', 'role': 'user'}, {'content': 'ঠিক আছে, প্রথমে আপনার ইন্টারনেট কানেকশন চেক করা যাক। আপনি কি ইন্টারনেট কানেকশন স্টেবল আছে কিনা চেক করতে পারবেন?', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমার ইন্টারনেট কানেকশন স্টেবল আছে।', 'role': 'user'}, {'content': 'ভালো। তাহলে আপনি ব্রাউজার আপডেট করে দেখুন। যদি সমস্যা থাকে, তাহলে আমাদের লাইভ চ্যাট সাপোর্টে যোগাযোগ করতে পারেন।', 'role': 'assistant'}, {'content': 'আপডেট করার পরেও সমস্যা হচ্ছে। আমি লাইভ চ্যাট সাপোর্টে যোগাযোগ করবো।', 'role': 'user'}, {'content': 'ঠিক আছে, আর্যন। আপনি লাইভ চ্যাট সাপোর্টে যোগাযোগ করুন। আপনার সমস্যার সমাধান হবে, আমরা আপনার সাথে আছি।', 'role': 'assistant'}]",4,finance,digital payments,Electronic Payment Processing (Transaction Dispute Resolution),Male,"Female</assistant<|end_header_id|>

<DOMAIN>education</DOMAIN>
<SECTOR>online learning</SECTOR>
<TOPIC>Online Learning Platform (Technical Support)</TOPIC>
<USER>Male</USER>
<ASSISTANT>Female",3a9c1887-f8b2-4605-8b2d-14ce064131ec,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো করণ! আমি রোহান, এডুটেক লার্নিং সলিউশন্সের কাস্টমার সাপোর্ট রিপ্রেজেন্টেটিভ। কীভাবে আপনাকে সাহায্য করতে পারি?', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমি আপনার অনলাইন কোর্স প্ল্যাটফর্মে কিছু টেকনিক্যাল সমস্যার সম্মুখীন হচ্ছি।', 'role': 'user'}, {'content': 'ধন্যবাদ যোগাযোগ করার জন্য, করণ। আমি বুঝতে পারছি আপনি আমাদের অনলাইন কোর্স প্ল্যাটফর্মে সমস্যার সম্মুখীন হচ্ছেন। দয়া করে আপনার কোর্স এনরোলমেন্টের বিস্তারিত জানাবেন?', 'role': 'assistant'}, {'content': 'আমি ডেটা সায়েন্স সার্টিফিকেশন কোর্সে ১০ই জানুয়ারি, ২০২৪ তারিখে এনরোল করেছি।', 'role': 'user'}, {'content': 'ধন্যবাদ, করণ। আমরা অবশ্যই আপনার কোর্স ম্যাটেরিয়াল অ্যাক্সেস করতে সাহায্য করতে পারি। আপনি কি এখনই সমস্যাটি সমাধান করতে চান?', 'role': 'assistant'}, {'content': 'হ্যাঁ, দয়া করে।', 'role': 'user'}, {'content': 'ঠিক আছে, আমি এখনই আপনার সমস্যা সমাধানের জন্য কাজ শুরু করছি। এছাড়াও, আমাদের কিছু নতুন কোর্স চালু হতে যাচ্ছে, যেমন অ্যাডভান্সড ডেটা সায়েন্স সার্টিফিকেশন। আপনি কি এ সম্পর্কে আরও জানতে চান?', 'role': 'assistant'}, {'content': 'হ্যাঁ, আমি আগ্রহী।', 'role': 'user'}, {'content': 'অসাধারণ! আমি আপনাকে এই কোর্সের বিস্তারিত তথ্য পাঠাব। আজকে আর কীভাবে আপনাকে সাহায্য করতে পারি, করণ? আমরা আপনাকে সর্বোত্তম লার্নিং এক্সপেরিয়েন্স প্রদান করতে প্রতিশ্রুতিবদ্ধ।', 'role': 'assistant'}]",5,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো করণ! আমি রোহান, এডুটেক লার্নিং সলিউশন্সের কাস্টমার সাপোর্ট রিপ্রেজেন্টেটিভ। কীভাবে আপনাকে সাহায্য করতে পারি?', 'role': 'assistant'}, {'content': 'আমি আমার কোর্স ম্যাটেরিয়াল অ্যাক্সেস করতে পারছি না।', 'role': 'user'}, {'content': 'ধন্যবাদ যোগাযোগ করার জন্য, করণ। আমরা অবশ্যই আপনার কোর্স ম্যাটেরিয়াল অ্যাক্সেস করতে সাহায্য করতে পারি। দয়া করে আপনার কোর্স এনরোলমেন্টের বিস্তারিত জানাবেন?', 'role': 'assistant'}, {'content': 'আমি ডেটা সায়েন্স সার্টিফিকেশন কোর্সে ১০ই জানুয়ারি, ২০২৪ তারিখে এনরোল করেছি।', 'role': 'user'}, {'content': 'ধন্যবাদ, করণ। আমি এখনই আপনার অ্যাক্সেস সমস্যা সমাধানের জন্য কাজ শুরু করছি। এছাড়াও, আমাদের কিছু নতুন কোর্স চালু হতে যাচ্ছে, যেমন অ্যাডভান্সড ডেটা সায়েন্স সার্টিফিকেশন। আপনি কি এ সম্পর্কে আরও জানতে চান?', 'role': 'assistant'}, {'content': 'না, এখন না। শুধু আমার সমস্যা সমাধান করুন।', 'role': 'user'}, {'content': 'ঠিক আছে, করণ। আমি এখনই আপনার সমস্যা সমাধানের জন্য কাজ শুরু করছি। আজকে আর কীভাবে আপনাকে সাহায্য করতে পারি? আমরা আপনাকে সর্বোত্তম লার্নিং এক্সপেরিয়েন্স প্রদান করতে প্রতিশ্রুতিবদ্ধ।', 'role': 'assistant'}]",4,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,Bengali
"[{'content': 'হ্যালো', 'role': 'user'}, {'content': 'হ্যালো করণ! আমি রোহান, এডুটেক লার্নিং সলিউশন্সের কাস্টমার সাপোর্ট রিপ্রেজেন্টেটিভ। কীভাবে আপনাকে সাহায্য করতে পারি?', 'role': 'assistant'}, {'content': 'আমি আপনার নতুন কোর্স সম্পর্কে জানতে চাই।', 'role': 'user'}, {'content': 'অসাধারণ, করণ! আমাদের কিছু নতুন কোর্স চালু হতে যাচ্ছে, যেমন অ্যাডভান্সড ডেটা সায়েন্স সার্টিফিকেশন। আপনি কি এ সম্পর্কে আরও জানতে চান?', 'role': 'assistant'}, {'content': 'হ্যাঁ, দয়া করে।', 'role': 'user'}, {'content': 'এই কোর্সটি ডেটা সায়েন্সের উন্নত বিষয়গুলি কভার করে এবং এটি আপনার ক্যারিয়ারে একটি বড় প্রভাব ফেলতে পারে। আমি আপনাকে এই কোর্সের বিস্তারিত তথ্য পাঠাব। আজকে আর কীভাবে আপনাকে সাহায্য করতে পারি, করণ?', 'role': 'assistant'}, {'content': 'না, এটাই যথেষ্ট। ধন্যবাদ।', 'role': 'user'}, {'content': 'আপনাকে ধন্যবাদ, করণ। যদি আপনার আর কোন প্রশ্ন থাকে, অনুগ্রহ করে আমাদের সাথে যোগাযোগ করতে দ্বিধা করবেন না। আমরা আপনাকে সর্বোত্তম লার্নিং এক্সপেরিয়েন্স প্রদান করতে প্রতিশ্রুতিবদ্ধ।', 'role': 'assistant'}]",4,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,Bengali
